anio,codigo_departamento,nombre_departamento,codigo_distrito,nombre_distrito,codigo_zona,nombre_zona,sector_o_tipo_gestion,anho_cod_geo,cantidad_matriculados_hombre,cantidad_matriculados_mujer
2023,15,Presidente Hayes,6,José Falcón,1,Urbana,Oficial,,141,131
2023,15,Presidente Hayes,6,José Falcón,2,Rural,Oficial,,323,327
2023,15,Presidente Hayes,5,Nanawa,1,Urbana,Privado Subvencionado,,194,217
2023,15,Presidente Hayes,5,Nanawa,1,Urbana,Oficial,,293,277
2023,15,Presidente Hayes,11,Nueva Asunción,2,Rural,Oficial,,278,258
2023,15,Presidente Hayes,3,Puerto Pinasco,2,Rural,Oficial,,560,483
2023,15,Presidente Hayes,3,Puerto Pinasco,2,Rural,Privado,,69,76
2023,15,Presidente Hayes,3,Puerto Pinasco,2,Rural,Privado Subvencionado,,12,5
2023,15,Presidente Hayes,3,Puerto Pinasco,1,Urbana,Oficial,,289,264
2023,15,Presidente Hayes,7,Teniente Irala Fernández,1,Urbana,Privado,,40,18
2023,15,Presidente Hayes,7,Teniente Irala Fernández,1,Urbana,Privado Subvencionado,,101,101
2023,15,Presidente Hayes,7,Teniente Irala Fernández,2,Rural,Oficial,,1340,1219
2023,15,Presidente Hayes,7,Teniente Irala Fernández,2,Rural,Privado,,162,180
2023,15,Presidente Hayes,7,Teniente Irala Fernández,2,Rural,Privado Subvencionado,,70,60
2023,15,Presidente Hayes,7,Teniente Irala Fernández,1,Urbana,Oficial,,41,59
2023,15,Presidente Hayes,8,Tte. Esteban Martínez,2,Rural,Oficial,,66,82
2023,15,Presidente Hayes,8,Tte. Esteban Martínez,1,Urbana,Oficial,,61,51
2023,15,Presidente Hayes,8,Tte. Esteban Martínez,2,Rural,Privado Subvencionado,,28,27
2023,15,Presidente Hayes,4,Villa Hayes,1,Urbana,Privado,,180,204
2023,15,Presidente Hayes,4,Villa Hayes,1,Urbana,Oficial,,1943,2086
2023,15,Presidente Hayes,4,Villa Hayes,2,Rural,Privado Subvencionado,,539,563
2023,15,Presidente Hayes,4,Villa Hayes,2,Rural,Privado,,40,46
2023,15,Presidente Hayes,4,Villa Hayes,2,Rural,Oficial,,3028,3002
2023,15,Presidente Hayes,4,Villa Hayes,1,Urbana,Privado Subvencionado,,778,811
2023,2,San Pedro,12,25 de Diciembre,1,Urbana,Oficial,,227,195
2023,2,San Pedro,12,25 de Diciembre,2,Rural,Oficial,,957,938
2023,2,San Pedro,2,Antequera,2,Rural,Oficial,,71,43
2023,2,San Pedro,2,Antequera,1,Urbana,Oficial,,634,629
2023,2,San Pedro,17,Capiibary,1,Urbana,Privado,,31,55
2023,2,San Pedro,17,Capiibary,1,Urbana,Oficial,,1260,1268
2023,2,San Pedro,17,Capiibary,1,Urbana,Privado Subvencionado,,127,121
2023,2,San Pedro,17,Capiibary,2,Rural,Oficial,,3637,3507
2023,2,San Pedro,3,Choré,1,Urbana,Privado Subvencionado,,219,240
2023,2,San Pedro,3,Choré,1,Urbana,Oficial,,523,542
2023,2,San Pedro,3,Choré,1,Urbana,Privado,,89,86
2023,2,San Pedro,3,Choré,2,Rural,Oficial,,2708,2478
2023,2,San Pedro,4,General Elizardo Aquino,1,Urbana,Oficial,,482,485
2023,2,San Pedro,4,General Elizardo Aquino,1,Urbana,Privado,,10,29
2023,2,San Pedro,4,General Elizardo Aquino,1,Urbana,Privado Subvencionado,,144,150
2023,2,San Pedro,4,General Elizardo Aquino,2,Rural,Oficial,,2021,1877
2023,2,San Pedro,14,General Isidoro Resquín,2,Rural,Oficial,,1101,1033
2023,2,San Pedro,14,General Isidoro Resquín,1,Urbana,Oficial,,487,425
2023,2,San Pedro,14,General Isidoro Resquín,2,Rural,Privado Subvencionado,,33,22
2023,2,San Pedro,16,Guayaibi,2,Rural,Oficial,,3314,3139
2023,2,San Pedro,16,Guayaibi,2,Rural,Privado Subvencionado,,35,23
2023,2,San Pedro,16,Guayaibi,1,Urbana,Oficial,,432,485
2023,2,San Pedro,5,Itacurubí del Rosario,2,Rural,Oficial,,554,491
2023,2,San Pedro,5,Itacurubí del Rosario,2,Rural,Privado,,70,72
2023,2,San Pedro,5,Itacurubí del Rosario,1,Urbana,Oficial,,677,569
2023,2,San Pedro,5,Itacurubí del Rosario,1,Urbana,Privado Subvencionado,,90,108
2023,2,San Pedro,20,Liberación,1,Urbana,Privado,,47,52
2023,2,San Pedro,20,Liberación,1,Urbana,Oficial,,538,572
2023,2,San Pedro,20,Liberación,2,Rural,Oficial,,2265,2202
2023,2,San Pedro,6,Lima,1,Urbana,Privado Subvencionado,,41,41
2023,2,San Pedro,6,Lima,2,Rural,Oficial,,1146,1099
2023,2,San Pedro,6,Lima,1,Urbana,Oficial,,307,275
2023,2,San Pedro,7,Nueva Germania,1,Urbana,Oficial,,302,310
2023,2,San Pedro,7,Nueva Germania,2,Rural,Privado,,46,49
2023,2,San Pedro,7,Nueva Germania,2,Rural,Oficial,,452,378
2023,2,San Pedro,8,San Estanislao,1,Urbana,Privado Subvencionado,,1252,1412
2023,2,San Pedro,8,San Estanislao,2,Rural,Oficial,,3095,3288
2023,2,San Pedro,8,San Estanislao,1,Urbana,Oficial,,1658,1546
2023,2,San Pedro,8,San Estanislao,1,Urbana,Privado,,453,567
2023,2,San Pedro,22,San José del Rosario,2,Rural,Oficial,,386,379
2023,2,San Pedro,22,San José del Rosario,2,Rural,Privado,,55,42
2023,2,San Pedro,9,San Pablo,2,Rural,Oficial,,208,167
2023,2,San Pedro,9,San Pablo,1,Urbana,Oficial,,251,242
2023,2,San Pedro,9,San Pablo,2,Rural,Privado Subvencionado,,50,55
2023,2,San Pedro,1,San Pedro del Ycuamandyjú,1,Urbana,Privado Subvencionado,,274,395
2023,2,San Pedro,1,San Pedro del Ycuamandyjú,2,Rural,Oficial,,2357,2239
2023,2,San Pedro,1,San Pedro del Ycuamandyjú,1,Urbana,Oficial,,1849,1686
2023,2,San Pedro,1,San Pedro del Ycuamandyjú,1,Urbana,Privado,,86,155
2023,2,San Pedro,18,Santa Rosa del Aguaray,2,Rural,Oficial,,3949,3750
2023,2,San Pedro,18,Santa Rosa del Aguaray,2,Rural,Privado,,29,36
2023,2,San Pedro,18,Santa Rosa del Aguaray,1,Urbana,Oficial,,1383,1434
2023,2,San Pedro,18,Santa Rosa del Aguaray,1,Urbana,Privado,,128,144
2023,2,San Pedro,21,San Vicente Pancholo,2,Rural,Privado Subvencionado,,279,255
2023,2,San Pedro,21,San Vicente Pancholo,1,Urbana,Oficial,,47,54
2023,2,San Pedro,21,San Vicente Pancholo,2,Rural,Oficial,,1476,1343
2023,2,San Pedro,10,Tacuati,2,Rural,Privado Subvencionado,,41,37
2023,2,San Pedro,10,Tacuati,1,Urbana,Oficial,,356,356
2023,2,San Pedro,10,Tacuati,2,Rural,Oficial,,1592,1571
2023,2,San Pedro,10,Tacuati,2,Rural,Privado,,2,2
2023,2,San Pedro,11,Unión,2,Rural,Oficial,,342,295
2023,2,San Pedro,11,Unión,1,Urbana,Oficial,,383,338
2023,2,San Pedro,13,Villa del Rosario,2,Rural,Oficial,,337,311
2023,2,San Pedro,13,Villa del Rosario,1,Urbana,Privado,,25,34
2023,2,San Pedro,13,Villa del Rosario,1,Urbana,Oficial,,968,1017
2023,2,San Pedro,15,Yataity del Norte,1,Urbana,Oficial,,422,377
2023,2,San Pedro,15,Yataity del Norte,2,Rural,Oficial,,1006,900
2023,2,San Pedro,19,Yrybucuá,2,Rural,Oficial,,1454,1402
2023,2,San Pedro,19,Yrybucuá,1,Urbana,Oficial,,260,292
2023,2,San Pedro,19,Yrybucuá,2,Rural,Privado Subvencionado,,60,45
2023,2,San Pedro,19,Yrybucuá,1,Urbana,Privado,,66,58
